facility_name,suburb,postcode,lat,long,formatted_address
OUYEN POLICE STATION,Ouyen,3490,-35.06986749999993,142.3151815440001,43 OKE STREET
PAKENHAM POLICE STATION,Pakenham,3810,-38.061829787999955,145.45345701100007,780 PRINCES HIGHWAY
PENSHURST POLICE STATION,Penshurst,3289,-37.87464626299993,142.28978761300004,35 MARTIN STREET
PIANGIL POLICE STATION,Piangil,3597,-35.053983251999966,143.3137015650001,51 MURRAY STREET
PORT CAMPBELL POLICE STATION,Port Campbell,3269,-38.61781260399994,142.9980239670001,63 LORD STREET
SPEED POLICE STATION,Speed,3488,-35.40107782899997,142.44036408800002,8 CARTER STREET
SPRINGVALE POLICE STATION,Springvale,3171,-37.95524346099995,145.15143784100007,314-322 SPRINGVALE ROAD
ST ARNAUD POLICE STATION,St Arnaud,3478,-36.61707013199998,143.2595166200001,7-9 JENNINGS STREET
ST KILDA POLICE STATION,St Kilda,3182,-37.86788733399993,144.99067766000007,92 CHAPEL STREET
STANHOPE POLICE STATION,Stanhope,3623,-36.44643581899993,144.9850996660001,44 BIRDWOOD AVENUE
STAWELL POLICE STATION,Stawell,3380,-37.05569964899996,142.78404063100004,9 PATRICK STREET
STRATFORD POLICE STATION,Stratford,3862,-37.96353171699997,147.08023673700006,89 TYERS STREET
SUNBURY POLICE STATION,Sunbury,3429,-37.57982462599995,144.7354814460001,41 MACEDON STREET
PORT FAIRY POLICE STATION,Port Fairy,3284,-38.38766562199993,142.23935110500008,10 CAMPBELL STREET
PORTARLINGTON POLICE STATION,Portarlington,3223,-38.115344437999966,144.65788732300007,119 NEWCOMBE STREET
PORTLAND POLICE STATION,Portland,3305,-38.35252453199996,141.60809728300012,2 GLENELG STREET
PRAHRAN POLICE STATION,Prahran,3181,-37.847837262999974,145.00008732000003,396 MALVERN ROAD
PRESTON POLICE STATION,Preston,3072,-37.73917225899993,145.00593259000004,55 ROSEBERRY AVENUE
PYALONG POLICE STATION,Pyalong,3521,-37.12332204299997,144.85684668200008,17 HIGH STREET
PYRAMID HILL POLICE STATION,Pyramid Hill,3575,-36.054984875999935,144.11306863800007,9 VICTORIA STREET
QUAMBATOOK POLICE STATION,Quambatook,3540,-35.85226746199993,143.52139651200002,UNIT 1 5 GUTHRIE STREET
TERANG POLICE STATION,Terang,3264,-38.24081464099993,142.9196306350001,18 HIGH STREET
TIMBOON POLICE STATION,Timboon,3268,-38.48344060299996,142.97125155100002,74 BAILEY STREET
TONGALA POLICE STATION,Tongala,3621,-36.24901279899995,144.950467999,72-74 MILLER STREET
TOORA POLICE STATION,Toora,3962,-38.66157581199997,146.32472219400006,5-7 FOSTER ROAD
TORQUAY POLICE STATION,Torquay,3228,-38.325513426999976,144.3180503420001,122-128 GEELONG ROAD
TRAFALGAR POLICE STATION,Trafalgar,3824,-38.21263770599995,146.1541948260001,27 CONTINGENT STREET
TRARALGON POLICE STATION,Traralgon,3844,-38.19485279199995,146.53660497600004,17 KAY STREET
TRENTHAM POLICE STATION,Trentham,3458,-37.390683009999975,144.3212069340001,12 COSMO ROAD
TUNGAMAH POLICE STATION,Tungamah,3728,-36.16504320799993,145.8808254270001,6 STATION STREET
UNDERBOOL POLICE STATION,Underbool,3509,-35.171119517999955,141.80992578400003,32 MONASH AVENUE
FOREST HILL POLICE STATION,Vermont South,3133,-37.84581669299996,145.1713162210001,469-485 SPRINGVALE ROAD
VIOLET TOWN POLICE STATION,Violet Town,3669,-36.63617795399995,145.7152663290001,53 COWSLIP STREET
WALLAN POLICE STATION,Wallan,3756,-37.416510561999985,144.98169750500006,100 WATSON STREET
WALWA POLICE STATION,Walwa,3709,-35.96496978799996,147.73368835000008,2 HANNA STREET
WANGARATTA POLICE STATION,Wangaratta,3677,-36.36095008099994,146.31414044000007,21-23 HANDLEY STREET
KNOX POLICE STATION,Wantirna South,3152,-37.86972927299996,145.23661513800005,414 BURWOOD HIGHWAY
WARBURTON POLICE STATION,Warburton,3799,-37.75478766899994,145.6880651990001,44 STATION ROAD
WARRACKNABEAL POLICE STATION,Warracknabeal,3393,-36.24998028999994,142.39527584100006,87 SCOTT STREET
WARRAGUL POLICE STATION,Warragul,3820,-38.16178698299995,145.93327831700003,37 PALMERSTON STREET
WARRANDYTE POLICE STATION,Warrandyte,3113,-37.74088660799998,145.212904739,65 YARRA STREET
WARRNAMBOOL POLICE STATION,Warrnambool,3280,-38.38109286699995,142.4785032540001,214 KOROIT STREET
WEDDERBURN POLICE STATION,Wedderburn,3518,-36.42419022399997,143.6157181950001,2 ST ARNAUD ROAD
WERRIBEE POLICE STATION,Werribee,3030,-37.89396966199996,144.68104352900002,134-140 PRINCES HIGHWAY
WERRIMULL POLICE STATION,Werrimull,3496,-34.38737069999996,141.5975275720001,5515 MILLEWA ROAD
WHITFIELD POLICE STATION,Whitfield,3733,-36.76395618599997,146.41424868500008,4886 WANGARATTA-WHITFIELD ROAD
WHITTLESEA POLICE STATION,Whittlesea,3757,-37.51016545699997,145.11862395800006,78 CHURCH STREET
WILLAURA POLICE STATION,Willaura,3379,-37.54600901199995,142.74112631200012,80-82 MAIN STREET
WATER POLICE SEARCH AND RESCUE POLICE STATION,Williamstown,3016,-37.863549201999945,144.90653565600007,100 NELSON PLACE
WILLIAMSTOWN POLICE STATION,Williamstown,3016,-37.86338217699995,144.90619972900004,100 NELSON PLACE
WINCHELSEA POLICE STATION,Winchelsea,3241,-38.244265343999984,143.98989708300007,15 HESSE STREET
BALLARAT WEST POLICE STATION,Winter Valley,3356,-37.56992223499998,143.7998466890001,1 MIRELLE DRIVE
WODONGA POLICE STATION,Wodonga,3690,-36.12215752199995,146.8900790340001,100 HOVELL STREET
SUNSHINE POLICE STATION,Sunshine,3020,-37.77758009599995,144.83136164600012,497 BALLARAT ROAD
SWAN HILL POLICE STATION,Swan Hill,3585,-35.356084102999944,143.56265266200012,507 CAMPBELL STREET
SWIFTS CREEK POLICE STATION,Swifts Creek,3896,-37.26213232999993,147.72096276800005,6894 GREAT ALPINE ROAD
TALLANGATTA POLICE STATION,Tallangatta,3700,-36.215480223999975,147.18043975600006,14 TOWONG STREET
TANGAMBALANGA POLICE STATION,Tangambalanga,3691,-36.25128734699996,147.03461641800004,6 HUON-KIEWA ROAD
TARNAGULLA POLICE STATION,Tarnagulla,3551,-36.770122096999955,143.83313180200005,70-72 COMMERCIAL ROAD
WYNDHAM NORTH POLICE STATION,Tarneit,3029,-37.84788639199997,144.686919116,610 SAYERS ROAD
TATURA POLICE STATION,Tatura,3616,-36.43995735699997,145.2314744150001,195 HOGAN STREET
WONTHAGGI POLICE STATION,Wonthaggi,3995,-38.60762185699997,145.5899386750001,77 WATT STREET
WOODEND POLICE STATION,Woodend,3442,-37.354404959999954,144.52664795200008,39 FOREST STREET
WOODS POINT POLICE STATION,Woods Point,3723,-37.567401889999985,146.25093238700003,24 SCOTT STREET
WOOMELANG POLICE STATION,Woomelang,3485,-35.68103020799998,142.66573617500012,48 BROOK STREET
WYCHEPROOF POLICE STATION,Wycheproof,3527,-36.074455385999954,143.22596515400005,398 BROADWAY 
YACKANDANDAH POLICE STATION,Yackandandah,3749,-36.31063673199998,146.84250918500004,8 RAILWAY AVENUE
YARRA GLEN POLICE STATION,Yarra Glen,3775,-37.66021243199998,145.37320133700007,70 KING STREET
YARRA JUNCTION POLICE STATION,Yarra Junction,3797,-37.780198638999934,145.60701676300005,2395 WARBURTON HIGHWAY
YARRAM POLICE STATION,Yarram,3971,-38.55996057699997,146.67705284400006,123 COMMERCIAL ROAD
YARRAWONGA POLICE STATION,Yarrawonga,3730,-36.02089717699994,145.995258604,25 BURLEY ROAD
YEA POLICE STATION,Yea,3717,-37.21052291099994,145.4267239940001,4 HIGH STREET
COLAC POLICE STATION,Colac,3250,-38.33812085899996,143.59267222200003,
DARTMOOR POLICE STATION,Dartmoor,3304,-37.921707794999975,141.28259420000006,
TIDAL RIVER POLICE STATION,Wilsons Promontory,3960,-39.03077040399995,146.3215891310001,
