location_id,sensing_datetime,sensing_date,sensing_time,direction_1,direction_2,total_of_directions
49,2025-04-14T15:34:00+00:00,2025-04-15,01:34,0,1,1
49,2025-04-14T15:37:00+00:00,2025-04-15,01:37,0,2,2
51,2025-04-14T15:26:00+00:00,2025-04-15,01:26,1,0,1
51,2025-04-14T15:35:00+00:00,2025-04-15,01:35,0,3,3
51,2025-04-14T15:38:00+00:00,2025-04-15,01:38,0,3,3
52,2025-04-14T15:38:00+00:00,2025-04-15,01:38,1,0,1
53,2025-04-14T15:30:00+00:00,2025-04-15,01:30,0,1,1
58,2025-04-14T15:25:00+00:00,2025-04-15,01:25,0,2,2
58,2025-04-14T15:26:00+00:00,2025-04-15,01:26,2,0,2
58,2025-04-14T15:35:00+00:00,2025-04-15,01:35,0,2,2
58,2025-04-14T15:36:00+00:00,2025-04-15,01:36,0,1,1
58,2025-04-14T15:38:00+00:00,2025-04-15,01:38,1,0,1
58,2025-04-14T15:39:00+00:00,2025-04-15,01:39,2,0,2
62,2025-04-14T15:32:00+00:00,2025-04-15,01:32,0,2,2
62,2025-04-14T15:35:00+00:00,2025-04-15,01:35,1,0,1
62,2025-04-14T15:37:00+00:00,2025-04-15,01:37,2,2,4
67,2025-04-14T15:39:00+00:00,2025-04-15,01:39,0,1,1
72,2025-04-14T15:38:00+00:00,2025-04-15,01:38,1,0,1
79,2025-04-14T15:27:00+00:00,2025-04-15,01:27,3,0,3
79,2025-04-14T15:29:00+00:00,2025-04-15,01:29,0,1,1
86,2025-04-14T15:25:00+00:00,2025-04-15,01:25,0,1,1
109,2025-04-14T15:30:00+00:00,2025-04-15,01:30,0,2,2
117,2025-04-14T15:25:00+00:00,2025-04-15,01:25,0,1,1
117,2025-04-14T15:30:00+00:00,2025-04-15,01:30,1,4,5
136,2025-04-14T15:35:00+00:00,2025-04-15,01:35,2,0,2
142,2025-04-14T15:35:00+00:00,2025-04-15,01:35,2,1,3
164,2025-04-14T15:25:00+00:00,2025-04-15,01:25,0,1,1
3,2025-04-14T20:59:00+00:00,2025-04-15,06:59,2,1,3
3,2025-04-14T21:00:00+00:00,2025-04-15,07:00,0,1,1
3,2025-04-14T21:01:00+00:00,2025-04-15,07:01,0,2,2
4,2025-04-14T20:55:00+00:00,2025-04-15,06:55,2,4,6
4,2025-04-14T21:00:00+00:00,2025-04-15,07:00,8,0,8
4,2025-04-14T21:04:00+00:00,2025-04-15,07:04,2,0,2
4,2025-04-14T21:06:00+00:00,2025-04-15,07:06,2,3,5
5,2025-04-14T20:55:00+00:00,2025-04-15,06:55,9,38,47
6,2025-04-14T20:57:00+00:00,2025-04-15,06:57,5,7,12
6,2025-04-14T20:59:00+00:00,2025-04-15,06:59,6,19,25
6,2025-04-14T21:00:00+00:00,2025-04-15,07:00,1,4,5
6,2025-04-14T21:03:00+00:00,2025-04-15,07:03,7,3,10
6,2025-04-14T21:06:00+00:00,2025-04-15,07:06,23,15,38
6,2025-04-14T21:07:00+00:00,2025-04-15,07:07,12,7,19
6,2025-04-14T21:08:00+00:00,2025-04-15,07:08,4,8,12
8,2025-04-14T20:57:00+00:00,2025-04-15,06:57,1,1,2
8,2025-04-14T21:07:00+00:00,2025-04-15,07:07,4,1,5
8,2025-04-14T21:08:00+00:00,2025-04-15,07:08,2,5,7
14,2025-04-14T20:58:00+00:00,2025-04-15,06:58,0,10,10
14,2025-04-14T20:59:00+00:00,2025-04-15,06:59,2,3,5
14,2025-04-14T21:00:00+00:00,2025-04-15,07:00,2,1,3
14,2025-04-14T21:02:00+00:00,2025-04-15,07:02,0,4,4
14,2025-04-14T21:05:00+00:00,2025-04-15,07:05,2,3,5
21,2025-04-14T20:55:00+00:00,2025-04-15,06:55,1,2,3
21,2025-04-14T21:00:00+00:00,2025-04-15,07:00,1,1,2
28,2025-04-14T21:05:00+00:00,2025-04-15,07:05,2,3,5
28,2025-04-14T21:06:00+00:00,2025-04-15,07:06,0,1,1
28,2025-04-14T21:08:00+00:00,2025-04-15,07:08,12,6,18
28,2025-04-14T21:09:00+00:00,2025-04-15,07:09,2,2,4
29,2025-04-14T20:56:00+00:00,2025-04-15,06:56,1,2,3
29,2025-04-14T20:57:00+00:00,2025-04-15,06:57,2,2,4
29,2025-04-14T20:58:00+00:00,2025-04-15,06:58,2,2,4
29,2025-04-14T21:00:00+00:00,2025-04-15,07:00,2,2,4
29,2025-04-14T21:07:00+00:00,2025-04-15,07:07,0,3,3
36,2025-04-14T20:58:00+00:00,2025-04-15,06:58,0,1,1
36,2025-04-14T21:00:00+00:00,2025-04-15,07:00,1,0,1
36,2025-04-14T21:02:00+00:00,2025-04-15,07:02,3,0,3
36,2025-04-14T21:06:00+00:00,2025-04-15,07:06,0,1,1
36,2025-04-14T21:07:00+00:00,2025-04-15,07:07,0,2,2
37,2025-04-14T21:05:00+00:00,2025-04-15,07:05,0,2,2
39,2025-04-14T20:55:00+00:00,2025-04-15,06:55,0,2,2
39,2025-04-14T20:57:00+00:00,2025-04-15,06:57,0,1,1
39,2025-04-14T21:04:00+00:00,2025-04-15,07:04,0,2,2
40,2025-04-14T20:58:00+00:00,2025-04-15,06:58,0,2,2
40,2025-04-14T21:01:00+00:00,2025-04-15,07:01,2,0,2
40,2025-04-14T21:05:00+00:00,2025-04-15,07:05,0,2,2
40,2025-04-14T21:08:00+00:00,2025-04-15,07:08,2,4,6
40,2025-04-14T21:09:00+00:00,2025-04-15,07:09,0,3,3
41,2025-04-14T20:58:00+00:00,2025-04-15,06:58,10,7,17
41,2025-04-14T21:05:00+00:00,2025-04-15,07:05,2,2,4
42,2025-04-14T20:56:00+00:00,2025-04-15,06:56,0,1,1
42,2025-04-14T21:02:00+00:00,2025-04-15,07:02,1,3,4
42,2025-04-14T21:08:00+00:00,2025-04-15,07:08,0,1,1
44,2025-04-14T21:00:00+00:00,2025-04-15,07:00,0,2,2
45,2025-04-14T20:55:00+00:00,2025-04-15,06:55,0,1,1
45,2025-04-14T20:56:00+00:00,2025-04-15,06:56,0,3,3
45,2025-04-14T21:00:00+00:00,2025-04-15,07:00,3,2,5
45,2025-04-14T21:01:00+00:00,2025-04-15,07:01,4,0,4
45,2025-04-14T21:04:00+00:00,2025-04-15,07:04,1,0,1
45,2025-04-14T21:05:00+00:00,2025-04-15,07:05,3,2,5
45,2025-04-14T21:09:00+00:00,2025-04-15,07:09,2,3,5
47,2025-04-14T20:57:00+00:00,2025-04-15,06:57,0,5,5
47,2025-04-14T20:58:00+00:00,2025-04-15,06:58,0,1,1
47,2025-04-14T21:02:00+00:00,2025-04-15,07:02,0,4,4
47,2025-04-14T21:04:00+00:00,2025-04-15,07:04,2,3,5
50,2025-04-14T21:08:00+00:00,2025-04-15,07:08,1,1,2
54,2025-04-14T20:56:00+00:00,2025-04-15,06:56,1,0,1
54,2025-04-14T20:58:00+00:00,2025-04-15,06:58,1,0,1
54,2025-04-14T20:59:00+00:00,2025-04-15,06:59,1,0,1
54,2025-04-14T21:06:00+00:00,2025-04-15,07:06,0,1,1
54,2025-04-14T21:07:00+00:00,2025-04-15,07:07,0,1,1
59,2025-04-14T20:55:00+00:00,2025-04-15,06:55,8,8,16
59,2025-04-14T21:00:00+00:00,2025-04-15,07:00,9,7,16
59,2025-04-14T21:05:00+00:00,2025-04-15,07:05,6,5,11
61,2025-04-14T20:56:00+00:00,2025-04-15,06:56,1,2,3
61,2025-04-14T20:57:00+00:00,2025-04-15,06:57,0,1,1
61,2025-04-14T21:01:00+00:00,2025-04-15,07:01,1,1,2
61,2025-04-14T21:04:00+00:00,2025-04-15,07:04,1,2,3
66,2025-04-14T20:55:00+00:00,2025-04-15,06:55,2,1,3
66,2025-04-14T20:59:00+00:00,2025-04-15,06:59,1,0,1
66,2025-04-14T21:00:00+00:00,2025-04-15,07:00,0,3,3
66,2025-04-14T21:01:00+00:00,2025-04-15,07:01,4,4,8
66,2025-04-14T21:06:00+00:00,2025-04-15,07:06,1,3,4
66,2025-04-14T21:07:00+00:00,2025-04-15,07:07,3,2,5
69,2025-04-14T20:56:00+00:00,2025-04-15,06:56,3,0,3
69,2025-04-14T21:00:00+00:00,2025-04-15,07:00,3,1,4
69,2025-04-14T21:07:00+00:00,2025-04-15,07:07,1,0,1
69,2025-04-14T21:08:00+00:00,2025-04-15,07:08,1,0,1
70,2025-04-14T21:01:00+00:00,2025-04-15,07:01,2,1,3
70,2025-04-14T21:03:00+00:00,2025-04-15,07:03,0,1,1
71,2025-04-14T21:03:00+00:00,2025-04-15,07:03,1,0,1
71,2025-04-14T21:07:00+00:00,2025-04-15,07:07,1,0,1
75,2025-04-14T20:56:00+00:00,2025-04-15,06:56,1,0,1
75,2025-04-14T21:05:00+00:00,2025-04-15,07:05,1,0,1
75,2025-04-14T21:09:00+00:00,2025-04-15,07:09,1,1,2
77,2025-04-14T20:55:00+00:00,2025-04-15,06:55,8,10,18
78,2025-04-14T21:04:00+00:00,2025-04-15,07:04,0,1,1
78,2025-04-14T21:07:00+00:00,2025-04-15,07:07,0,1,1
84,2025-04-14T21:00:00+00:00,2025-04-15,07:00,38,19,57
84,2025-04-14T21:05:00+00:00,2025-04-15,07:05,61,14,75
87,2025-04-14T20:56:00+00:00,2025-04-15,06:56,1,1,2
87,2025-04-14T20:58:00+00:00,2025-04-15,06:58,1,0,1
87,2025-04-14T21:07:00+00:00,2025-04-15,07:07,0,1,1
87,2025-04-14T21:09:00+00:00,2025-04-15,07:09,1,0,1
107,2025-04-14T21:00:00+00:00,2025-04-15,07:00,1,8,9
107,2025-04-14T21:05:00+00:00,2025-04-15,07:05,7,7,14
108,2025-04-14T20:55:00+00:00,2025-04-15,06:55,0,2,2
108,2025-04-14T21:00:00+00:00,2025-04-15,07:00,1,9,10
108,2025-04-14T21:01:00+00:00,2025-04-15,07:01,0,3,3
108,2025-04-14T21:05:00+00:00,2025-04-15,07:05,2,4,6
108,2025-04-14T21:09:00+00:00,2025-04-15,07:09,0,11,11
131,2025-04-14T20:55:00+00:00,2025-04-15,06:55,2,1,3
131,2025-04-14T21:00:00+00:00,2025-04-15,07:00,2,2,4
132,2025-04-14T21:00:00+00:00,2025-04-15,07:00,2,1,3
132,2025-04-14T21:05:00+00:00,2025-04-15,07:05,5,7,12
133,2025-04-14T21:00:00+00:00,2025-04-15,07:00,24,24,48
133,2025-04-14T21:05:00+00:00,2025-04-15,07:05,83,19,102
135,2025-04-14T20:55:00+00:00,2025-04-15,06:55,4,9,13
143,2025-04-14T20:55:00+00:00,2025-04-15,06:55,2,6,8
143,2025-04-14T21:00:00+00:00,2025-04-15,07:00,3,9,12
165,2025-04-14T21:05:00+00:00,2025-04-15,07:05,0,3,3
166,2025-04-14T20:55:00+00:00,2025-04-15,06:55,1,0,1
166,2025-04-14T21:05:00+00:00,2025-04-15,07:05,2,0,2
167,2025-04-14T20:55:00+00:00,2025-04-15,06:55,0,2,2
179,2025-04-14T20:55:00+00:00,2025-04-15,06:55,4,4,8
1,2025-04-14T20:55:00+00:00,2025-04-15,06:55,2,2,4
1,2025-04-14T21:00:00+00:00,2025-04-15,07:00,2,1,3
1,2025-04-14T21:02:00+00:00,2025-04-15,07:02,0,1,1
1,2025-04-14T21:03:00+00:00,2025-04-15,07:03,0,1,1
1,2025-04-14T21:04:00+00:00,2025-04-15,07:04,0,1,1
1,2025-04-14T21:06:00+00:00,2025-04-15,07:06,1,2,3
1,2025-04-14T21:08:00+00:00,2025-04-15,07:08,2,2,4
1,2025-04-14T21:09:00+00:00,2025-04-15,07:09,2,0,2
2,2025-04-14T20:56:00+00:00,2025-04-15,06:56,0,2,2
2,2025-04-14T20:59:00+00:00,2025-04-15,06:59,1,1,2
2,2025-04-14T21:01:00+00:00,2025-04-15,07:01,1,0,1
2,2025-04-14T21:05:00+00:00,2025-04-15,07:05,1,2,3
2,2025-04-14T21:06:00+00:00,2025-04-15,07:06,0,1,1
2,2025-04-14T21:07:00+00:00,2025-04-15,07:07,0,2,2
2,2025-04-14T21:08:00+00:00,2025-04-15,07:08,0,1,1
9,2025-04-14T20:55:00+00:00,2025-04-15,06:55,2,3,5
9,2025-04-14T20:56:00+00:00,2025-04-15,06:56,1,7,8
9,2025-04-14T21:03:00+00:00,2025-04-15,07:03,3,25,28
9,2025-04-14T21:05:00+00:00,2025-04-15,07:05,0,15,15
9,2025-04-14T21:08:00+00:00,2025-04-15,07:08,0,9,9
9,2025-04-14T21:09:00+00:00,2025-04-15,07:09,0,10,10
10,2025-04-14T20:56:00+00:00,2025-04-15,06:56,1,1,2
10,2025-04-14T20:57:00+00:00,2025-04-15,06:57,2,0,2
10,2025-04-14T20:59:00+00:00,2025-04-15,06:59,1,0,1
10,2025-04-14T21:02:00+00:00,2025-04-15,07:02,0,2,2
10,2025-04-14T21:05:00+00:00,2025-04-15,07:05,1,2,3
10,2025-04-14T21:08:00+00:00,2025-04-15,07:08,0,1,1
11,2025-04-14T21:01:00+00:00,2025-04-15,07:01,0,1,1
11,2025-04-14T21:02:00+00:00,2025-04-15,07:02,3,0,3
12,2025-04-14T20:58:00+00:00,2025-04-15,06:58,2,2,4
12,2025-04-14T21:03:00+00:00,2025-04-15,07:03,2,1,3
12,2025-04-14T21:04:00+00:00,2025-04-15,07:04,4,0,4
12,2025-04-14T21:09:00+00:00,2025-04-15,07:09,1,2,3
17,2025-04-14T20:59:00+00:00,2025-04-15,06:59,3,1,4
17,2025-04-14T21:00:00+00:00,2025-04-15,07:00,8,1,9
17,2025-04-14T21:01:00+00:00,2025-04-15,07:01,5,0,5
17,2025-04-14T21:04:00+00:00,2025-04-15,07:04,1,0,1
17,2025-04-14T21:09:00+00:00,2025-04-15,07:09,4,0,4
18,2025-04-14T21:00:00+00:00,2025-04-15,07:00,0,3,3
18,2025-04-14T21:01:00+00:00,2025-04-15,07:01,0,7,7
18,2025-04-14T21:03:00+00:00,2025-04-15,07:03,0,5,5
18,2025-04-14T21:04:00+00:00,2025-04-15,07:04,1,10,11
18,2025-04-14T21:07:00+00:00,2025-04-15,07:07,0,2,2
18,2025-04-14T21:08:00+00:00,2025-04-15,07:08,0,1,1
19,2025-04-14T20:55:00+00:00,2025-04-15,06:55,1,0,1
19,2025-04-14T21:04:00+00:00,2025-04-15,07:04,1,0,1
19,2025-04-14T21:07:00+00:00,2025-04-15,07:07,0,1,1
19,2025-04-14T21:08:00+00:00,2025-04-15,07:08,0,1,1
20,2025-04-14T20:56:00+00:00,2025-04-15,06:56,0,3,3
20,2025-04-14T21:04:00+00:00,2025-04-15,07:04,2,1,3
20,2025-04-14T21:05:00+00:00,2025-04-15,07:05,1,0,1
20,2025-04-14T21:06:00+00:00,2025-04-15,07:06,1,0,1
23,2025-04-14T20:55:00+00:00,2025-04-15,06:55,1,5,6
23,2025-04-14T21:00:00+00:00,2025-04-15,07:00,1,0,1
23,2025-04-14T21:03:00+00:00,2025-04-15,07:03,8,3,11
23,2025-04-14T21:05:00+00:00,2025-04-15,07:05,2,2,4
23,2025-04-14T21:08:00+00:00,2025-04-15,07:08,5,1,6
23,2025-04-14T21:09:00+00:00,2025-04-15,07:09,2,0,2
24,2025-04-14T21:00:00+00:00,2025-04-15,07:00,2,1,3
24,2025-04-14T21:06:00+00:00,2025-04-15,07:06,25,4,29
24,2025-04-14T21:08:00+00:00,2025-04-15,07:08,12,3,15
25,2025-04-14T20:55:00+00:00,2025-04-15,06:55,7,8,15
25,2025-04-14T21:00:00+00:00,2025-04-15,07:00,8,15,23
25,2025-04-14T21:05:00+00:00,2025-04-15,07:05,10,14,24
27,2025-04-14T21:02:00+00:00,2025-04-15,07:02,1,2,3
27,2025-04-14T21:06:00+00:00,2025-04-15,07:06,0,2,2
27,2025-04-14T21:07:00+00:00,2025-04-15,07:07,1,1,2
30,2025-04-14T20:55:00+00:00,2025-04-15,06:55,2,0,2
30,2025-04-14T21:05:00+00:00,2025-04-15,07:05,0,1,1
30,2025-04-14T21:07:00+00:00,2025-04-15,07:07,1,1,2
35,2025-04-14T20:59:00+00:00,2025-04-15,06:59,7,10,17
35,2025-04-14T21:01:00+00:00,2025-04-15,07:01,10,13,23
35,2025-04-14T21:04:00+00:00,2025-04-15,07:04,7,9,16
35,2025-04-14T21:07:00+00:00,2025-04-15,07:07,6,12,18
46,2025-04-14T21:00:00+00:00,2025-04-15,07:00,0,2,2
48,2025-04-14T21:04:00+00:00,2025-04-15,07:04,0,1,1
48,2025-04-14T21:05:00+00:00,2025-04-15,07:05,0,1,1
48,2025-04-14T21:07:00+00:00,2025-04-15,07:07,1,1,2
49,2025-04-14T20:55:00+00:00,2025-04-15,06:55,1,2,3
49,2025-04-14T20:56:00+00:00,2025-04-15,06:56,4,0,4
49,2025-04-14T20:57:00+00:00,2025-04-15,06:57,1,1,2
52,2025-04-14T20:58:00+00:00,2025-04-15,06:58,0,1,1
52,2025-04-14T21:02:00+00:00,2025-04-15,07:02,0,2,2
52,2025-04-14T21:07:00+00:00,2025-04-15,07:07,1,1,2
52,2025-04-14T21:08:00+00:00,2025-04-15,07:08,1,3,4
53,2025-04-14T20:56:00+00:00,2025-04-15,06:56,2,0,2
53,2025-04-14T20:58:00+00:00,2025-04-15,06:58,2,0,2
53,2025-04-14T20:59:00+00:00,2025-04-15,06:59,3,1,4
53,2025-04-14T21:07:00+00:00,2025-04-15,07:07,0,1,1
56,2025-04-14T20:55:00+00:00,2025-04-15,06:55,0,2,2
56,2025-04-14T20:59:00+00:00,2025-04-15,06:59,4,1,5
56,2025-04-14T21:06:00+00:00,2025-04-15,07:06,1,1,2
58,2025-04-14T20:57:00+00:00,2025-04-15,06:57,10,2,12
62,2025-04-14T20:56:00+00:00,2025-04-15,06:56,3,1,4
62,2025-04-14T20:58:00+00:00,2025-04-15,06:58,1,1,2
62,2025-04-14T21:03:00+00:00,2025-04-15,07:03,2,1,3
62,2025-04-14T21:05:00+00:00,2025-04-15,07:05,1,0,1
62,2025-04-14T21:08:00+00:00,2025-04-15,07:08,1,0,1
62,2025-04-14T21:09:00+00:00,2025-04-15,07:09,2,2,4
63,2025-04-14T20:55:00+00:00,2025-04-15,06:55,1,2,3
63,2025-04-14T21:00:00+00:00,2025-04-15,07:00,2,1,3
63,2025-04-14T21:03:00+00:00,2025-04-15,07:03,2,1,3
67,2025-04-14T20:59:00+00:00,2025-04-15,06:59,2,5,7
67,2025-04-14T21:00:00+00:00,2025-04-15,07:00,2,2,4
67,2025-04-14T21:01:00+00:00,2025-04-15,07:01,1,3,4
68,2025-04-14T20:55:00+00:00,2025-04-15,06:55,2,0,2
68,2025-04-14T20:56:00+00:00,2025-04-15,06:56,1,1,2
68,2025-04-14T21:03:00+00:00,2025-04-15,07:03,1,0,1
68,2025-04-14T21:05:00+00:00,2025-04-15,07:05,0,1,1
68,2025-04-14T21:06:00+00:00,2025-04-15,07:06,2,1,3
72,2025-04-14T20:55:00+00:00,2025-04-15,06:55,0,3,3
72,2025-04-14T20:59:00+00:00,2025-04-15,06:59,3,1,4
72,2025-04-14T21:01:00+00:00,2025-04-15,07:01,2,0,2
72,2025-04-14T21:09:00+00:00,2025-04-15,07:09,5,1,6
79,2025-04-14T20:56:00+00:00,2025-04-15,06:56,0,4,4
79,2025-04-14T21:01:00+00:00,2025-04-15,07:01,2,1,3
79,2025-04-14T21:04:00+00:00,2025-04-15,07:04,12,1,13
79,2025-04-14T21:06:00+00:00,2025-04-15,07:06,0,1,1
85,2025-04-14T20:58:00+00:00,2025-04-15,06:58,1,2,3
85,2025-04-14T21:09:00+00:00,2025-04-15,07:09,1,0,1
86,2025-04-14T20:57:00+00:00,2025-04-15,06:57,0,1,1
86,2025-04-14T20:58:00+00:00,2025-04-15,06:58,0,1,1
86,2025-04-14T21:05:00+00:00,2025-04-15,07:05,1,3,4
86,2025-04-14T21:09:00+00:00,2025-04-15,07:09,0,1,1
109,2025-04-14T20:55:00+00:00,2025-04-15,06:55,2,12,14
117,2025-04-14T21:00:00+00:00,2025-04-15,07:00,9,4,13
117,2025-04-14T21:05:00+00:00,2025-04-15,07:05,4,1,5
136,2025-04-14T20:55:00+00:00,2025-04-15,06:55,12,9,21
137,2025-04-14T20:55:00+00:00,2025-04-15,06:55,5,1,6
137,2025-04-14T21:05:00+00:00,2025-04-15,07:05,2,0,2
141,2025-04-14T21:00:00+00:00,2025-04-15,07:00,1,3,4
141,2025-04-14T21:05:00+00:00,2025-04-15,07:05,1,4,5
161,2025-04-14T20:55:00+00:00,2025-04-15,06:55,7,19,26
161,2025-04-14T21:00:00+00:00,2025-04-15,07:00,13,15,28
161,2025-04-14T21:05:00+00:00,2025-04-15,07:05,13,15,28
3,2025-04-14T15:40:00+00:00,2025-04-15,01:40,3,5,8
3,2025-04-14T15:45:00+00:00,2025-04-15,01:45,0,1,1
4,2025-04-14T15:42:00+00:00,2025-04-15,01:42,1,0,1
4,2025-04-14T15:44:00+00:00,2025-04-15,01:44,0,1,1
4,2025-04-14T15:48:00+00:00,2025-04-15,01:48,0,1,1
4,2025-04-14T15:52:00+00:00,2025-04-15,01:52,0,1,1
5,2025-04-14T15:45:00+00:00,2025-04-15,01:45,0,2,2
6,2025-04-14T15:41:00+00:00,2025-04-15,01:41,1,0,1
6,2025-04-14T15:43:00+00:00,2025-04-15,01:43,0,1,1
6,2025-04-14T15:49:00+00:00,2025-04-15,01:49,6,0,6
28,2025-04-14T15:54:00+00:00,2025-04-15,01:54,1,0,1
29,2025-04-14T15:40:00+00:00,2025-04-15,01:40,0,2,2
29,2025-04-14T15:46:00+00:00,2025-04-15,01:46,3,0,3
36,2025-04-14T15:42:00+00:00,2025-04-15,01:42,3,0,3
41,2025-04-14T15:40:00+00:00,2025-04-15,01:40,0,1,1
41,2025-04-14T15:47:00+00:00,2025-04-15,01:47,1,0,1
41,2025-04-14T15:54:00+00:00,2025-04-15,01:54,1,0,1
42,2025-04-14T15:44:00+00:00,2025-04-15,01:44,0,1,1
45,2025-04-14T15:49:00+00:00,2025-04-15,01:49,0,2,2
45,2025-04-14T15:50:00+00:00,2025-04-15,01:50,0,2,2
45,2025-04-14T15:52:00+00:00,2025-04-15,01:52,0,1,1
47,2025-04-14T15:43:00+00:00,2025-04-15,01:43,1,0,1
47,2025-04-14T15:48:00+00:00,2025-04-15,01:48,0,2,2
47,2025-04-14T15:50:00+00:00,2025-04-15,01:50,2,0,2
61,2025-04-14T15:51:00+00:00,2025-04-15,01:51,1,0,1
66,2025-04-14T15:41:00+00:00,2025-04-15,01:41,1,5,6
66,2025-04-14T15:44:00+00:00,2025-04-15,01:44,0,3,3
66,2025-04-14T15:46:00+00:00,2025-04-15,01:46,1,0,1
66,2025-04-14T15:51:00+00:00,2025-04-15,01:51,2,0,2
70,2025-04-14T15:49:00+00:00,2025-04-15,01:49,0,2,2
107,2025-04-14T15:50:00+00:00,2025-04-15,01:50,1,0,1
131,2025-04-14T15:45:00+00:00,2025-04-15,01:45,2,0,2
132,2025-04-14T15:45:00+00:00,2025-04-15,01:45,2,0,2
133,2025-04-14T15:45:00+00:00,2025-04-15,01:45,1,0,1
143,2025-04-14T15:40:00+00:00,2025-04-15,01:40,0,1,1
143,2025-04-14T15:50:00+00:00,2025-04-15,01:50,1,0,1
167,2025-04-14T15:40:00+00:00,2025-04-15,01:40,0,1,1
1,2025-04-14T15:40:00+00:00,2025-04-15,01:40,2,3,5
1,2025-04-14T15:49:00+00:00,2025-04-15,01:49,1,2,3
9,2025-04-14T15:43:00+00:00,2025-04-15,01:43,0,1,1
12,2025-04-14T15:49:00+00:00,2025-04-15,01:49,0,1,1
19,2025-04-14T15:50:00+00:00,2025-04-15,01:50,2,0,2
19,2025-04-14T15:53:00+00:00,2025-04-15,01:53,1,0,1
20,2025-04-14T15:42:00+00:00,2025-04-15,01:42,1,0,1
20,2025-04-14T15:52:00+00:00,2025-04-15,01:52,1,0,1
23,2025-04-14T15:44:00+00:00,2025-04-15,01:44,0,2,2
24,2025-04-14T15:43:00+00:00,2025-04-15,01:43,2,0,2
24,2025-04-14T15:54:00+00:00,2025-04-15,01:54,1,0,1
25,2025-04-14T15:45:00+00:00,2025-04-15,01:45,0,1,1
27,2025-04-14T15:43:00+00:00,2025-04-15,01:43,0,2,2
30,2025-04-14T15:44:00+00:00,2025-04-15,01:44,0,2,2
30,2025-04-14T15:45:00+00:00,2025-04-15,01:45,0,2,2
30,2025-04-14T15:54:00+00:00,2025-04-15,01:54,1,0,1
35,2025-04-14T15:43:00+00:00,2025-04-15,01:43,2,0,2
35,2025-04-14T15:51:00+00:00,2025-04-15,01:51,0,1,1
49,2025-04-14T15:43:00+00:00,2025-04-15,01:43,6,0,6
49,2025-04-14T15:46:00+00:00,2025-04-15,01:46,3,0,3
49,2025-04-14T15:52:00+00:00,2025-04-15,01:52,0,2,2
49,2025-04-14T15:53:00+00:00,2025-04-15,01:53,1,1,2
51,2025-04-14T15:53:00+00:00,2025-04-15,01:53,1,3,4
51,2025-04-14T15:54:00+00:00,2025-04-15,01:54,0,1,1
52,2025-04-14T15:45:00+00:00,2025-04-15,01:45,0,1,1
58,2025-04-14T15:43:00+00:00,2025-04-15,01:43,2,0,2
58,2025-04-14T15:46:00+00:00,2025-04-15,01:46,0,4,4
58,2025-04-14T15:54:00+00:00,2025-04-15,01:54,0,2,2
67,2025-04-14T15:41:00+00:00,2025-04-15,01:41,1,0,1
79,2025-04-14T15:41:00+00:00,2025-04-15,01:41,0,5,5
79,2025-04-14T15:45:00+00:00,2025-04-15,01:45,0,1,1
79,2025-04-14T15:47:00+00:00,2025-04-15,01:47,0,1,1
79,2025-04-14T15:49:00+00:00,2025-04-15,01:49,1,0,1
79,2025-04-14T15:51:00+00:00,2025-04-15,01:51,0,2,2
79,2025-04-14T15:52:00+00:00,2025-04-15,01:52,1,0,1
109,2025-04-14T15:45:00+00:00,2025-04-15,01:45,1,1,2
117,2025-04-14T15:40:00+00:00,2025-04-15,01:40,1,0,1
141,2025-04-14T15:40:00+00:00,2025-04-15,01:40,0,2,2
3,2025-04-14T21:11:00+00:00,2025-04-15,07:11,2,3,5
3,2025-04-14T21:12:00+00:00,2025-04-15,07:12,0,1,1
3,2025-04-14T21:20:00+00:00,2025-04-15,07:20,0,1,1
181,2025-04-14T15:47:00+00:00,2025-04-15,01:47,0,1,1
3,2025-04-14T21:24:00+00:00,2025-04-15,07:24,0,4,4
181,2025-04-14T15:49:00+00:00,2025-04-15,01:49,1,2,3
3,2025-04-14T21:27:00+00:00,2025-04-15,07:27,3,1,4
3,2025-04-14T21:31:00+00:00,2025-04-15,07:31,2,1,3
3,2025-04-14T21:38:00+00:00,2025-04-15,07:38,1,2,3
3,2025-04-14T21:39:00+00:00,2025-04-15,07:39,1,5,6
3,2025-04-14T21:42:00+00:00,2025-04-15,07:42,1,3,4
3,2025-04-14T21:44:00+00:00,2025-04-15,07:44,2,2,4
3,2025-04-14T16:11:00+00:00,2025-04-15,02:11,0,1,1
3,2025-04-14T21:45:00+00:00,2025-04-15,07:45,1,3,4
3,2025-04-14T16:13:00+00:00,2025-04-15,02:13,0,2,2
3,2025-04-14T21:46:00+00:00,2025-04-15,07:46,7,1,8
3,2025-04-14T16:14:00+00:00,2025-04-15,02:14,1,0,1
3,2025-04-14T21:51:00+00:00,2025-04-15,07:51,0,2,2
3,2025-04-14T16:15:00+00:00,2025-04-15,02:15,2,0,2
3,2025-04-14T21:55:00+00:00,2025-04-15,07:55,2,2,4
3,2025-04-14T16:19:00+00:00,2025-04-15,02:19,0,2,2
3,2025-04-14T22:00:00+00:00,2025-04-15,08:00,7,3,10
3,2025-04-14T16:20:00+00:00,2025-04-15,02:20,2,0,2
3,2025-04-14T22:02:00+00:00,2025-04-15,08:02,2,4,6
3,2025-04-14T16:21:00+00:00,2025-04-15,02:21,2,0,2
